y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1,99.78444,-0.0653,-97.72509,-0.70885,199.59817,-90.19165,1,0.94859,0.92354,11.01737,-2.39202,True,450.05967
2,100.58763,-0.60135,-96.1902,-0.63011,200.36501,-93.57284,4,-0.24061,-0.84423,10.14269,-2.65459,True,454.84305
2,99.116,-1.48694,-97.81426,-0.63396,198.88756,-89.03578,1,0.59431,5.67323,9.49531,-1.01479,True,446.67287
2,99.12423,-0.51136,-94.26739,-0.63365,198.91492,-90.43277,1,2.50009,1.67706,9.45128,1.63673,True,448.48744
1,100.02426,0.20131,-99.15899,-0.6971,199.82831,-89.96832,4,1.07595,-1.66118,8.93542,-1.12432,True,450.54181
1,98.71184,0.31167,-103.72231,-0.68046,198.51053,-91.65204,2,2.46286,-1.14556,11.03581,-1.72009,True,441.69805
1,100.40061,0.23468,-97.85423,-0.7082,200.21047,-92.9788,4,1.72808,-0.70903,11.41508,-2.21118,True,453.07594
3,99.99944,1.17796,-98.31174,-0.69876,199.81377,-93.69636,1,-0.87191,1.1984,11.51003,0.29716,True,450.84132
2,101.13689,0.45986,-101.70915,-0.64962,200.9196,-93.66068,3,-0.59841,-0.854,8.69845,2.40432,True,454.82987
2,99.07837,0.82778,-98.7732,-0.62533,198.86693,-90.68863,1,0.0417,-0.71889,12.095,-1.66228,True,446.00523
2,98.97353,-0.5067,-101.66422,-0.62817,198.74575,-90.16836,2,-0.53555,-2.21658,10.41544,-2.21625,True,444.03555
1,99.88996,0.37921,-101.82807,-0.67271,199.68539,-88.74307,1,0.60658,0.80369,12.26665,-0.97584,True,448.53576
3,98.45295,-0.59678,-98.43611,-0.65924,198.25093,-85.3843,2,0.17633,-0.7792,11.3431,1.58598,True,443.04668
1,100.65599,-0.16047,-102.05623,-0.62683,200.43306,-90.51973,4,0.13677,-0.70495,11.38849,-0.03936,True,452.25183
1,100.27093,1.83985,-99.61859,-0.68033,200.071,-92.81954,4,-0.60635,-0.2654,8.81349,0.02093,True,451.54536
2,99.7972,0.23962,-99.6334,-0.62731,199.58922,-90.69888,1,-0.489,0.82027,12.25771,-2.17214,True,449.16931
1,100.8761,-0.55181,-102.45908,-0.67112,200.66951,-91.74657,4,5.31871,-2.88898,12.03173,-2.061,True,453.15098
2,101.7481,-0.01367,-98.54139,-0.63744,201.5241,-88.99492,3,0.05767,-3.27011,11.04107,-1.51178,True,459.46981
3,100.10223,0.76675,-99.93918,-0.63336,199.90005,-91.373,4,0.27273,-0.06888,12.23732,4.2069,True,450.54158
2,99.29774,-1.19453,-99.24663,-0.62289,199.0651,-89.02915,1,-0.04603,0.24374,10.72758,0.70953,True,446.8654
2,100.09937,1.04111,-104.86747,-0.62901,199.86991,-89.71575,4,3.35561,2.27117,9.18524,-1.99187,True,448.06313
3,97.67337,-0.44874,-98.36215,-0.59164,197.44751,-86.66197,2,-0.02479,-0.01821,13.45131,-2.74784,True,439.18575
1,99.61725,-1.55241,-101.37941,-0.66999,199.40974,-91.8266,1,-1.34954,0.28987,10.16058,-1.14876,True,447.39656
2,100.93385,1.14014,-99.97995,-0.63136,200.70541,-89.93592,4,-0.49867,-1.83214,12.44749,-1.2766,True,454.67928
3,99.89303,-0.16437,-97.07192,-0.66687,199.69432,-90.34735,1,0.19798,1.97617,10.94936,3.7375,True,450.92918
2,101.20344,1.01503,-101.00599,-0.64989,200.98045,-88.6336,3,0.88573,1.60067,9.99332,-2.11234,True,455.51419
1,99.17792,-1.02392,-104.48552,-0.62566,198.95626,-88.71103,1,-1.72522,1.80451,11.05603,-1.21959,True,443.64682
1,98.27745,-0.10402,-98.26251,-0.65852,198.07131,-88.50494,2,0.98522,1.00369,10.75417,-0.76976,True,442.25602
1,101.47612,-0.06343,-99.60882,-0.68505,201.27796,-91.07997,3,-0.24734,-3.41723,11.5678,-1.85952,True,457.57617
2,100.65086,0.79428,-100.79453,-0.64286,200.43045,-89.62938,4,2.43887,-0.03155,11.79894,-1.74083,True,452.85705
2,99.43395,-1.02292,-96.64507,-0.62427,199.21375,-89.35647,1,1.62835,0.61679,10.30466,-1.39448,True,448.8472
2,101.80149,1.41807,-104.74359,-0.64873,201.58788,-95.61041,3,-0.80988,0.67033,12.20811,-3.56479,True,456.63568
3,100.30647,0.30547,-99.64879,-0.70596,200.12896,-91.26251,4,-0.59975,-0.54764,8.87757,2.65642,True,451.70797
1,99.32992,0.51401,-99.72063,-0.68644,199.12773,-87.57552,1,-2.16973,1.53162,9.19149,-2.79038,True,446.7893
2,101.92141,0.71615,-106.31552,-0.63038,201.70991,-96.71628,3,0.25415,3.08036,11.66792,-1.16222,True,456.44931
1,98.74849,-0.83579,-97.31576,-0.64852,198.5379,-89.5217,2,-0.01126,-2.37713,9.57137,-1.63188,True,445.08456
1,98.95346,-0.08216,-103.36302,-0.65697,198.74431,-91.35592,2,0.67006,0.79731,8.90027,-0.34733,True,443.0858
1,99.29493,1.09761,-105.15789,-0.67245,199.08838,-90.07855,1,-2.04501,1.30994,11.26478,-3.24997,True,443.89569
3,100.402,-0.94583,-103.9568,-0.66671,200.21193,-91.75711,4,-0.33031,0.07032,9.40604,0.69335,True,450.03158
4,101.68571,0.71126,-96.34552,-0.67839,201.48787,-90.36698,3,2.23675,-1.53091,10.73475,-1.54539,True,460.2558
1,101.1211,1.84297,-97.55858,-0.65248,200.9136,-92.29036,3,0.4486,-0.02088,10.57267,-0.57716,True,456.82619
1,98.42229,-0.10229,-98.02927,-0.63367,198.20088,-87.96101,2,-0.66809,1.52061,8.78722,-3.28274,True,443.09682
3,100.5846,0.05575,-100.75544,-0.6845,200.40437,-93.56675,4,0.35326,-0.14008,11.54478,-2.19109,True,452.54527
2,100.07694,0.373,-99.90356,-0.64967,199.8576,-89.74303,4,-0.23038,1.10547,10.7273,-0.6626,True,450.43295
1,98.91371,-0.7606,-95.00318,-0.63231,198.69408,-88.01491,2,-0.83862,2.44754,12.62932,-1.2313,True,447.06695
2,100.00085,0.08131,-101.56919,-0.65209,199.79898,-91.20936,1,-0.33012,0.44214,9.98492,-1.4975,True,449.21966
1,100.42932,-0.07814,-111.01893,-0.65572,200.22282,-90.27239,4,-0.42684,-0.69265,10.86486,-1.63221,True,446.63712
1,99.69402,-0.72099,-100.66472,-0.69404,199.50011,-89.64881,1,0.72295,1.01167,11.19351,-1.18342,True,448.13773
1,100.77413,1.29381,-101.40723,-0.67358,200.56825,-87.80116,4,0.8588,1.68611,10.70831,-2.32808,True,453.16705
2,101.89884,1.54005,-98.72336,-0.64068,201.67751,-93.10899,3,0.71173,-0.4763,13.47295,-0.18768,True,460.13251
2,99.9889,0.12703,-101.25301,-0.61757,199.75831,-89.10847,1,-0.49587,1.17086,14.88451,0.9527,True,449.318
1,99.07127,0.2408,-101.42548,-0.63474,198.8496,-89.56243,1,0.6563,1.60134,11.3598,-4.0822,True,444.64361
2,99.66249,-0.85046,-102.54416,-0.65992,199.45801,-94.84952,1,2.30404,0.02626,11.83302,-1.872,True,447.04037
2,100.78709,-0.31326,-101.76308,-0.66024,200.58913,-92.52894,4,1.08515,0.68561,10.725,-1.50171,True,453.05391
1,100.96857,1.42859,-105.58699,-0.67644,200.7626,-90.04226,4,-2.46614,1.79427,11.83532,-1.46475,True,452.04934
3,101.16191,-0.48446,-95.33915,-0.68814,200.98049,-92.33768,3,0.62715,-0.50417,10.54132,4.45639,True,458.13997
1,101.31536,-0.53151,-101.87644,-0.65776,201.10488,-92.60641,3,0.06333,-2.16868,11.64375,-0.70321,True,455.63858
1,100.50655,0.66076,-104.77186,-0.6845,200.30598,-91.94877,4,0.89912,-0.14935,11.87206,-1.84388,True,450.14683
3,101.86583,-0.61081,-99.77416,-0.58528,201.63875,-93.14257,3,-0.21588,-0.14675,11.25018,2.72862,True,459.44207
1,97.74594,-0.64287,-102.56114,-0.64111,197.53203,-90.2819,2,0.53905,0.89346,10.49674,-1.32858,True,437.44913
3,100.21437,-0.79982,-96.86619,-0.65411,200.02471,-91.0952,4,0.22862,0.41137,9.85145,2.30793,True,452.63876
1,99.72003,0.1767,-95.35993,-0.68527,199.51757,-91.03134,1,-1.53671,0.29807,9.48015,1.22294,True,450.92021
3,101.464,0.98753,-103.12896,-0.66743,201.26709,-93.91471,3,-0.4319,-0.64076,11.45041,-1.85762,True,455.7555
1,99.22472,0.3253,-97.05101,-0.65603,199.01691,-88.72523,1,-1.6474,0.68046,11.28928,-1.17707,True,447.59811
2,99.65588,0.36694,-102.98364,-0.62363,199.43037,-89.3093,1,-0.79764,-0.53,8.44925,0.54078,True,446.7876
3,99.70068,1.05404,-101.26481,-0.62274,199.49196,-88.55458,1,0.58753,-0.42545,13.29046,2.12079,True,447.87098
2,99.52397,-0.93197,-98.47767,-0.62865,199.30784,-90.26616,1,-2.14383,-0.4163,8.2952,5.01854,True,448.38104
3,101.56037,-0.35363,-98.91529,-0.68172,201.37516,-90.45951,3,-1.28298,0.72554,12.34547,3.26158,True,458.34422
3,99.51414,-0.79171,-100.17431,-0.65935,199.31631,-89.80147,1,0.2887,0.33851,11.52842,1.48152,True,447.48354
2,99.69042,-0.03026,-99.29008,-0.626,199.48075,-94.22783,1,-0.00646,0.83339,11.43556,-2.02901,True,448.80707
3,101.1717,0.28426,-103.70587,-0.6809,200.98009,-92.52563,3,-1.19624,-0.81782,10.95073,3.60564,True,454.00556
1,99.96743,-0.01627,-100.86832,-0.62586,199.7482,-92.45059,1,-1.85645,1.0877,10.88,-3.10418,True,449.40297
3,98.6603,-0.27882,-102.88075,-0.61382,198.45642,-89.20344,2,-0.64616,-0.32965,10.49428,0.76055,True,441.8611
3,99.96087,0.15727,-100.86355,-0.66355,199.76256,-89.40634,1,0.65294,-1.05635,10.26794,-0.57959,True,449.37259
1,100.51915,-1.10093,-96.06418,-0.6173,200.29576,-90.96908,4,0.08919,0.59935,12.85949,0.82777,True,454.56365
1,99.37988,-1.10679,-98.32824,-0.71001,199.1921,-89.21189,1,0.17278,-1.02408,11.24225,-3.35923,True,447.7353
1,99.4795,0.57664,-101.37926,-0.70261,199.29039,-88.9661,1,-1.2561,-1.00833,10.97676,-1.96535,True,446.70786
1,101.53386,1.61701,-102.47764,-0.63976,201.31669,-88.95941,3,-0.85628,-0.95031,11.29291,-1.6347,True,456.43047
1,99.14137,-0.46851,-101.07504,-0.67573,198.93876,-87.75083,1,1.93465,-1.74171,11.6961,-4.77004,True,445.16932
1,100.7354,-0.29371,-101.33296,-0.67415,200.53102,-91.43709,4,0.6232,-0.4982,10.45056,-3.94961,True,453.01051
1,100.05973,-0.64402,-101.70392,-0.68593,199.8627,-90.65798,4,-2.05264,0.49881,11.71235,-3.49301,True,449.44669
2,100.23529,-0.05072,-101.37851,-0.6234,200.00515,-89.89555,4,3.21014,-1.07391,13.10594,0.33653,True,450.48722
1,98.9774,-1.26189,-101.28977,-0.64183,198.76323,-91.59458,2,-0.9114,-0.8661,11.43803,-2.6841,True,444.24214
1,100.22081,-0.44965,-101.75204,-0.67371,200.01386,-90.38336,4,2.36443,-0.7535,10.98097,-1.91501,True,450.22803
2,100.70715,-0.82913,-102.74742,-0.64307,200.5087,-90.38637,4,0.13617,-0.27427,9.79609,-0.12077,True,452.16205
2,100.20374,-0.22173,-91.46254,-0.64022,199.98514,-89.78561,4,-0.4888,-0.18911,9.35651,2.58068,True,455.28742
3,98.90411,-0.1448,-97.22247,-0.57835,198.66906,-87.55553,2,0.12749,-0.04112,9.32438,-1.75975,True,445.90933
3,100.27544,0.19694,-99.17159,-0.66524,200.08839,-88.39506,4,0.41939,2.34092,11.46184,1.5834,True,451.79139
2,99.25934,-1.3983,-95.73688,-0.61666,199.03183,-89.99346,1,-0.82874,-1.63401,11.71623,-1.28858,True,448.42828
2,99.65561,1.15039,-100.18858,-0.62278,199.4253,-90.25187,1,-0.26084,-0.51201,7.8199,3.0541,True,448.18375
1,100.79454,0.42683,-103.41956,-0.62762,200.57314,-92.36649,4,0.49929,2.03103,9.94601,0.10085,True,452.26292
1,100.06087,0.15505,-99.15197,-0.67106,199.85894,-89.97429,4,0.50264,-0.91788,12.25727,0.67946,True,450.72839
1,100.66076,0.57036,-103.26492,-0.62209,200.43587,-90.88537,4,-3.02983,2.2727,10.94758,-3.16274,True,451.67135
1,99.39527,1.08052,-101.84006,-0.63491,199.17478,-90.0259,1,2.46595,-0.43283,9.52912,0.58493,True,446.05633
2,99.32861,-1.03139,-99.32782,-0.63826,199.12272,-89.58393,1,1.02025,-0.25755,13.76015,-0.30535,True,446.97912
3,101.13093,0.34166,-101.42391,-0.66638,200.92949,-92.92239,3,-0.83082,-0.36758,10.12772,0.60889,True,454.9427
3,100.18765,0.07145,-103.83398,-0.58529,199.97038,-88.92841,4,0.2763,0.70447,12.90366,3.09107,True,449.02124
3,100.39997,-0.76894,-102.24081,-0.67708,200.20333,-92.84866,4,0.92677,0.58387,10.5992,0.83657,True,450.87943
2,99.59392,-0.16567,-103.09937,-0.65175,199.39302,-87.8526,1,2.66652,-0.8302,11.70708,-1.51728,True,446.41993
1,100.22011,-0.84639,-101.0055,-0.66361,200.01497,-89.88963,4,0.61688,-1.34287,11.02673,0.06673,True,450.59779
3,100.5506,1.34672,-95.0146,-0.58998,200.33652,-89.66958,4,0.97869,-1.21207,12.49525,2.68959,True,455.24573
1,101.00115,-0.12198,-98.77925,-0.64604,200.78605,-93.7081,4,-0.47625,-0.62599,10.8494,-1.43998,True,455.61612
1,99.68514,0.4414,-95.65527,-0.66607,199.47724,-88.85585,1,1.44065,-0.21894,9.85433,-2.99301,True,450.59806
1,99.68778,1.30685,-97.88356,-0.70582,199.49821,-91.29494,1,-0.04105,-1.27369,11.38019,-2.69853,True,449.49714
3,10000000000000.371,0.84926,-99.15053,-0.58658,200.14526,-90.84945,4,-0.38083,-0.41006,12.7873,5.54804,True,452.28164
1,100.84434,-0.04764,-104.68382,-0.64493,200.62774,-90.40507,4,-0.04211,0.69173,10.10606,-0.33311,True,451.87979
1,100.70782,1.51356,-101.57986,-0.62622,200.48585,-92.13094,4,-1.8672,1.19765,12.40597,-2.82889,True,452.74916
3,98.18942,-1.07375,-101.93027,-0.58904,197.96981,-88.82795,2,0.01042,0.34144,10.999,2.72632,True,439.98195
2,99.54585,0.22011,-102.02292,-0.62367,199.34185,-89.26682,1,0.37284,0.00338,10.31588,-0.89673,True,446.7178
1,100.53384,-0.45139,-100.55072,-0.64889,200.32326,-91.60805,4,-0.26503,0.86805,9.75134,-3.85251,True,452.39386
3,101.22913,1.27977,-102.18754,-0.68917,201.04175,-91.8326,3,0.13308,0.30396,10.72958,2.41667,True,455.05187
1,98.82046,-0.48491,-95.50519,-0.65799,198.60837,-89.87808,2,0.86889,1.37508,10.7348,-1.4383,True,446.34972
2,101.26449,-0.52212,-99.00078,-0.65994,201.06207,-90.04341,3,-0.41897,-1.37979,8.61634,1.93983,True,456.82205
1,97.99297,-0.93021,-96.61876,-0.62312,197.76837,-87.90496,2,-0.95281,0.16541,10.8896,-2.34246,True,441.65548
1,99.86573,-0.57757,-99.02844,-0.67024,199.65925,-91.32286,1,-0.58591,-1.47348,10.55461,-3.18497,True,449.81444
1,102.05627,0.87995,-105.77264,-0.62335,201.83482,-89.91398,5,-1.77732,0.79419,12.80171,-2.9901,True,457.39501
1,100.85252,0.46777,-101.75963,-0.63457,200.6368,-90.1405,4,1.72579,-1.18454,11.45766,-3.82753,True,453.38279
3,100.48891,0.01136,-105.80533,-0.62156,200.27109,-88.75794,4,1.54949,-1.10032,9.84298,2.4737,True,449.54188
3,101.35444,0.59073,-103.52317,-0.61908,201.14437,-91.18233,3,0.08319,0.30359,12.15618,2.27137,True,455.01061
2,99.70458,0.1401,-98.49573,-0.6372,199.48775,-88.59316,1,-0.47989,-2.61136,12.76641,-2.01343,True,449.27505
3,100.12857,-0.18639,-100.48586,-0.64025,199.93014,-90.63524,4,1.92081,1.06747,12.4228,1.0962,True,450.3999
1,100.26911,0.23685,-99.66621,-0.6443,200.05196,-91.75894,4,-2.62287,1.75039,10.34738,-0.42449,True,451.51243
1,99.37037,1.31525,-97.95727,-0.65265,199.15671,-90.60672,1,0.90204,-0.29505,10.11895,1.81878,True,447.87321
2,99.88256,0.34771,-104.63409,-0.63875,199.66967,-92.66254,1,2.46774,0.33977,7.80483,2.24022,True,447.09575
3,99.77743,0.29387,-96.24689,-0.61917,199.56068,-91.39017,1,-0.63686,1.01091,11.81703,3.96871,True,450.76368
2,99.39406,-0.15675,-96.14464,-0.62245,199.1816,-87.72272,1,-1.3523,-2.77073,8.68401,2.52953,True,448.89798
3,100.9768,0.85623,-101.37151,-0.66742,200.79096,-90.86237,4,-0.45233,-0.36475,9.64547,3.80001,True,454.19827
1,99.48973,-1.45579,-96.04794,-0.61972,199.26408,-89.0631,1,1.31058,-3.85838,12.21565,-3.47327,True,449.4247
2,99.05303,-0.2053,-100.87559,-0.62086,198.82202,-90.01217,1,2.30943,0.42214,13.70675,-0.8213,True,444.82736
1,98.98662,-0.17483,-98.21092,-0.62758,198.76876,-88.718,2,0.11232,-0.89931,12.62233,-1.41236,True,445.82764
1,99.84374,-0.56968,-103.10045,-0.63593,199.62501,-89.1493,1,2.49638,-2.42687,11.58288,-0.81316,True,447.66845
1,100.40777,-0.05133,-100.90265,-0.69638,200.21467,-92.60821,4,1.16976,1.42206,11.05508,-2.04731,True,451.58753
2,100.09904,-2.24102,-102.35655,-0.65697,199.89051,-88.87412,4,-1.0142,-0.52496,13.21157,0.62046,True,449.31694
3,99.10489,-1.0386,-91.97213,-0.69236,198.92024,-86.72172,1,0.78211,0.69177,10.94131,1.85913,True,449.5384
1,100.25326,0.43041,-98.19155,-0.70693,200.06178,-92.41435,4,-0.30006,0.79056,12.10913,-3.42926,True,452.17055
3,99.86602,0.89046,-99.65477,-0.69538,199.6806,-94.21209,1,0.49409,0.61833,11.47867,2.59756,True,449.50271
3,102.78873,0.90766,-101.28506,-0.67581,202.59164,-92.70621,5,0.43052,-0.04064,12.2157,1.93984,True,463.3011
3,99.56536,-0.99829,-100.57111,-0.64363,199.36915,-89.96693,1,-0.61973,0.02525,12.71101,2.90239,True,447.54125
2,100.75277,0.79856,-101.01569,-0.635,200.5369,-89.11271,4,-0.00667,0.97145,14.47857,1.31703,True,453.25601
1,100.87583,0.08358,-105.08121,-0.63658,200.65492,-91.49788,4,-1.19805,1.73801,10.10561,-1.79212,True,451.83854
1,99.98577,-0.52716,-96.46897,-0.68341,199.78488,-90.53329,1,1.43524,-0.70748,10.71349,-1.52913,True,451.69438
2,97.97744,0.09185,-97.43829,-0.62413,197.75736,-88.32719,2,-0.30154,0.94878,11.18968,-0.47664,True,441.16805
1,101.38994,0.39097,-103.16152,-0.65406,201.17581,-90.67969,3,-1.40999,0.39383,11.32772,-4.16355,True,455.36892
2,100.31556,-1.16852,-94.20907,-0.63003,200.1033,-93.78631,4,-0.00748,0.47257,11.00549,0.14714,True,454.47328
1,97.68251,-0.04845,-98.27851,-0.61802,197.4595,-88.38023,2,-0.0515,-3.29175,11.28776,-3.52232,True,439.27328
3,99.25994,-0.12577,-100.3203,-0.66754,199.0614,-88.63214,1,-0.83965,0.1049,10.80607,-0.39135,True,446.13955
3,99.37155,-0.41864,-99.92712,-0.61372,199.15858,-89.9812,1,-0.11397,-0.90778,12.04919,2.47414,True,446.89421
1,100.10211,0.19383,-101.61191,-0.69559,199.9092,-88.9132,4,-0.96452,1.8837,10.91874,-2.99817,True,449.70457
1,100.28954,-0.45365,-100.72314,-0.64043,200.07575,-89.77972,4,1.23296,1.28481,10.91395,-2.31737,True,451.08612
1,98.77633,0.94426,-99.93646,-0.633,198.55679,-92.45939,2,-0.48984,1.9542,12.48453,-1.04146,True,443.91344
1,98.93055,0.46335,-98.77112,-0.61762,198.70575,-89.80002,2,-1.46852,3.8699,9.5648,-3.4156,True,445.26719
2,100.43371,0.9304,-101.97427,-0.61923,200.20137,-88.34869,4,-0.77421,0.80084,8.72176,1.9339,True,451.18139
3,100.82092,1.03398,-101.51377,-0.61641,200.602,-92.66487,4,-0.90063,-0.19783,12.20829,4.08369,True,453.34771
3,100.58378,0.07197,-97.81741,-0.57853,200.35633,-91.3365,4,2.19039,0.19864,11.72104,1.94964,True,454.01019
3,99.92861,-0.31736,-96.94262,-0.68222,199.743,-90.77455,1,-0.53672,-0.11033,10.04461,-2.05093,True,451.17174
1,100.35368,-0.48716,-96.12723,-0.68129,200.15442,-89.51424,4,2.13138,-2.50263,10.39313,-2.47591,True,453.70476
1,101.88707,-0.12198,-105.71612,-0.64295,201.669,-92.75324,3,0.55185,0.86074,13.27248,-2.28738,True,456.57731
1,99.98777,0.54685,-101.57154,-0.69116,199.78865,-90.89575,1,-0.65093,0.44733,11.94088,-3.41102,True,449.15307
1,99.06167,0.00757,-96.80901,-0.67905,198.86091,-91.22504,1,-0.84518,-0.96008,10.36257,-1.40256,True,446.90387
2,99.86522,0.48999,-98.72957,-0.64732,199.66173,-90.00724,1,0.3781,-0.51926,10.68469,0.51278,True,449.96133
2,99.23159,0.42133,-98.65419,-0.64496,199.01587,-89.69542,1,-2.07026,-0.42979,11.58899,2.72407,True,446.83086
2,98.68437,0.37308,-100.63199,-0.6568,198.47627,-88.25712,2,-0.82994,3.25278,12.2324,-1.27006,True,443.10587
3,99.38176,0.16024,-96.23953,-0.70396,199.19859,-90.20085,1,-0.26718,-0.60745,13.36084,2.41681,True,448.78906
2,99.99881,0.18871,-99.16347,-0.61869,199.76893,-88.12009,1,0.59085,-0.95886,12.3831,-2.77209,True,450.41233
1,101.54343,0.22438,-104.29558,-0.68535,201.34753,-90.57947,3,1.77014,0.34843,11.73491,-1.14216,True,455.56933
3,99.37218,1.08631,-102.32758,-0.68019,199.18778,-91.03801,1,0.59475,0.96404,10.72542,2.10222,True,445.69709
3,99.10641,-0.18961,-101.08192,-0.70068,198.9246,-91.73428,1,0.18117,-0.57269,11.98196,3.94256,True,444.9911
1,99.81517,0.22288,-98.6239,-0.67274,199.61501,-91.74134,1,-1.19099,0.37915,11.13353,-0.28553,True,449.76392
5,101.29109,-0.18508,-103.54327,-0.64585,201.06857,-93.79019,3,1.98971,-0.20968,8.60943,2.53461,True,454.68381
3,100.26817,0.52327,-98.18306,-0.66984,200.08532,-88.38025,4,0.08314,-0.72678,12.16873,2.30598,True,452.2493
1,99.89311,-0.64316,-99.06104,-0.70904,199.70171,-90.05377,1,0.02795,-0.49973,11.77606,-0.82796,True,449.93502
1,98.35717,0.03237,-102.79575,-0.69026,198.15999,-87.12722,2,-0.20529,0.82434,10.80064,-0.56478,True,440.38795
2,101.1755,-0.14664,-100.73632,-0.61787,200.96438,-89.98175,3,0.82886,-1.32197,14.19309,-0.74122,True,455.50934
1,100.66593,0.18947,-104.79677,-0.67231,200.45979,-91.88425,4,1.34439,-1.68924,11.21097,-4.43279,True,450.93128
3,100.90335,0.80837,-103.88861,-0.65196,200.70817,-92.35479,4,-0.45689,-0.15624,10.52038,1.34667,True,452.57247
1,98.00138,0.42989,-93.15707,-0.66025,197.79376,-87.40581,2,0.06214,-1.51815,9.82912,-2.4713,True,443.42836
3,97.7474,0.11173,-94.48623,-0.61042,197.53044,-86.80398,2,-0.16684,0.6178,10.3704,2.45419,True,441.4939
3,100.49317,0.01613,-101.26596,-0.70337,200.31316,-92.34824,4,-0.23311,-0.98788,11.28696,1.21137,True,451.83288
3,99.62673,-0.00036,-101.27029,-0.64744,199.42677,-89.91141,1,-1.51606,-0.83374,9.05648,2.67508,True,447.4985
3,98.47223,1.0877,-96.83195,-0.57683,198.25112,-90.21183,2,-0.11285,0.15488,11.36432,1.05469,True,443.9452
1,98.11245,-2.45714,-96.05858,-0.68669,197.91765,-87.62581,2,-0.95008,-0.58899,9.96186,-1.2753,True,442.53297
2,99.20319,-0.37847,-97.32145,-0.64892,199.00132,-87.29227,1,1.12153,0.74906,11.75887,-0.52294,True,447.3552
3,98.72131,-0.27038,-99.99399,-0.67007,198.53626,-88.70189,2,-0.03821,-0.02172,11.01341,2.99372,True,443.60956
2,99.23437,0.09627,-98.52942,-0.64346,199.01518,-88.65417,1,-2.05314,0.22743,9.41609,-1.62126,True,446.90714
2,100.55749,-0.37589,-97.55707,-0.66332,200.34232,-90.29764,4,1.522,0.02119,10.8881,-2.38334,True,454.00892
2,99.99124,-0.35404,-100.109,-0.64443,199.79589,-89.59233,1,1.31544,1.2474,8.91769,3.37441,True,449.9017
2,98.63611,-0.74594,-93.59662,-0.62775,198.42649,-89.45865,2,1.10264,0.09251,10.2628,0.53486,True,446.38223
1,98.7545,0.33289,-101.87778,-0.68336,198.55804,-87.61465,2,0.07209,-1.04953,9.87128,-3.11434,True,442.83359
2,100.8519,-1.23081,-96.93202,-0.64847,200.64715,-90.94297,4,1.93344,1.06539,12.89953,-1.41604,True,455.7935
1,100.95179,-0.4358,-99.71109,-0.64677,200.73758,-89.38647,4,0.47801,-0.83751,10.02008,-0.55116,True,454.9034
2,100.99972,-0.42035,-107.90319,-0.65497,200.80122,-88.0462,4,0.34795,1.68818,12.0589,-2.33731,True,451.04702
1,100.43925,-0.29964,-99.63303,-0.64424,200.2213,-90.83149,4,-1.51812,-0.40645,10.20497,-1.31718,True,452.37974
3,100.14214,0.36032,-98.5117,-0.64987,199.94655,-90.33473,4,0.16935,-0.62415,12.05913,2.42539,True,451.45484
2,99.60078,-0.1583,-97.57067,-0.63388,199.39843,-86.97652,1,-0.1398,-0.41569,9.13775,2.16111,True,449.21858
1,97.91908,-0.08651,-97.10189,-0.62893,197.69979,-88.63986,2,-1.76635,-0.73583,10.47987,-1.121,True,441.04447
3,100.01604,0.52316,-101.14642,-0.58288,199.78878,-90.8412,4,-0.69025,-0.30206,10.92217,2.63492,True,449.50701
2,100.9007,-0.49402,-100.79031,-0.66194,200.68564,-92.97976,4,-0.00968,-0.2083,11.93556,-0.10758,True,454.10833
3,99.89391,0.24472,-96.58834,-0.69847,199.714,-89.35377,1,0.29703,-0.55421,11.06557,4.3288,True,451.1754
1,102.33527,1.24446,-100.8434,-0.70885,202.1442,-94.1771,5,0.7512,0.45401,12.05973,-3.32326,True,461.25466
2,101.59983,-0.11669,-101.45103,-0.66043,201.3827,-89.39416,3,1.78821,0.60577,10.42658,-1.6942,True,457.27366
1,99.26391,0.33738,-100.19576,-0.70824,199.07633,-89.84404,1,0.47494,-0.62299,11.5253,-2.55515,True,446.22168
1,100.3418,0.52253,-98.08971,-0.6573,200.13154,-89.50046,4,-1.42407,1.08472,10.38968,-3.05644,True,452.66416
3,97.84129,-0.53822,-95.85546,-0.69018,197.64919,-87.34486,2,0.70038,0.00225,10.70375,-0.44475,True,441.2787
2,99.96491,-0.59234,-98.14982,-0.6246,199.73339,-91.8221,1,-0.86449,0.38603,12.32334,-2.1504,True,450.74966
2,100.50808,-0.4255,-102.78287,-0.6386,200.30391,-93.22935,4,-0.0487,1.84556,12.35931,-1.06616,True,451.14898
3,98.62078,0.54602,-98.86088,-0.61088,198.41079,-89.64891,2,0.10151,-0.56486,10.0268,1.1584,True,443.67347
2,98.96834,0.34218,-99.02066,-0.65258,198.76081,-90.27607,2,1.65477,0.50234,13.5449,-1.62767,True,445.33136
3,100.66267,1.39681,-104.16511,-0.66297,200.46799,-90.76228,4,-1.17696,-0.17015,11.25599,0.30277,True,451.23082
1,100.21339,0.29289,-97.19316,-0.6719,200.00674,-93.47399,4,-2.02328,0.81357,10.47537,-2.45812,True,452.47035
3,99.1878,-1.90534,-94.31756,-0.61815,198.98635,-89.43796,1,0.5155,1.30382,11.02982,3.15224,True,448.7802
3,102.4028,0.43934,-104.25887,-0.61797,202.18333,-96.32459,5,-0.38754,-0.99809,9.56687,0.88941,True,459.88457
